Page;Keyword;Impressions;Clicks;Position;Ctr
https://appleiwatch.name/en/body-temperature-sensor/;can my apple watch take my temperature;3911;100;8.078240859115315;0.025568908207619534
https://appleiwatch.name/how-to-check-apple-pencil-for-authenticity/;как проверить apple pencil;281;99;4.1886120996441285;0.35231316725978645
https://appleiwatch.name/installing-photoshop-on-macbook/;как установить фотошоп на макбук;449;98;3.4164810690423164;0.2182628062360802
https://appleiwatch.name/installing-photoshop-on-macbook/;как установить фотошоп на macbook;398;97;2.6683417085427132;0.24371859296482412
https://appleiwatch.name/problems-and-breakdowns-in-headphones-earpods/;что делать если не работает левый наушник earpods;1130;97;5.807079646017699;0.08584070796460178
https://appleiwatch.name/safari-browser-in-apple-watch/;браузер для apple watch;395;96;3.972151898734177;0.2430379746835443
https://appleiwatch.name/how-to-download-movies-on-macbook/;как скачать сериал на макбук;272;95;3.1801470588235294;0.3492647058823529
https://appleiwatch.name/how-to-work-with-word-and-excel-documents-on-apple-devices/;как открыть документ word на apple watch;686;94;8.833819241982507;0.13702623906705538
https://appleiwatch.name/installing-photoshop-on-macbook/;как установить фотошоп на мак бесплатно;495;94;4.753535353535353;0.1898989898989899
https://appleiwatch.name/using-the-translation-plugin-for-safari/;переводчик для сафари 2019;392;94;3.49234693877551;0.23979591836734693
https://appleiwatch.name/how-to-install-google-chrome-on-android-tv/;гугл хром для андроид тв;1938;92;8.049019607843137;0.047471620227038186
https://appleiwatch.name/en/body-temperature-sensor/;apple watch measure temperature;1071;90;7.362278244631185;0.08403361344537816
https://appleiwatch.name/en/body-temperature-sensor/;apple watch check temperature;1155;89;6.672727272727273;0.07705627705627706
https://appleiwatch.name/call-forward-on-iphone/;как отключить переадресацию на айфоне;734;88;4.5572207084468666;0.11989100817438691
https://appleiwatch.name/how-to-check-imac-for-originality/;проверка imac по серийному номеру;657;88;4.25875190258752;0.1339421613394216
https://appleiwatch.name/how-to-connect-magic-mouse-to-windows-pc/;как подключить magic mouse к windows;434;86;3.1175115207373274;0.19815668202764977
https://appleiwatch.name/en/connecting-airpods-to-computer-or-laptop-on-windows/;how to connect airpods to pc windows 7;3898;85;6.298614674191893;0.02180605438686506
https://appleiwatch.name/how-to-download-movies-on-macbook/;как скачать фильмы на мак;318;85;3.808176100628931;0.2672955974842767
https://appleiwatch.name/why-can-not-call-iwatch/;сбой вызова apple watch;602;84;6.524916943521594;0.13953488372093023
https://appleiwatch.name/en/slot-sim-card/;apple watch sim card slot;3116;83;4.579589216944801;0.02663671373555841
https://appleiwatch.name/how-to-check-imac-for-originality/;проверить imac по серийному номеру;1372;81;5.952623906705539;0.05903790087463557
https://appleiwatch.name/installing-photoshop-on-macbook/;как скачать фотошоп на макбук;542;81;4.223247232472325;0.14944649446494465
https://appleiwatch.name/installing-application-in-ios-without-appstore-and-jailbreak/;установка приложений без джейлбрейка ios 12;694;79;6.2881844380403455;0.1138328530259366
https://appleiwatch.name/why-the-apple-watch-is-locked/;apple watch блокируются на руке;259;79;4.911196911196911;0.305019305019305
https://appleiwatch.name/en/body-temperature-sensor/;can apple watch take my temperature;1271;78;7.729346970889064;0.06136900078678206
https://appleiwatch.name/es/conecta-iwatches-con-un-dispositivo-android/;app para conectar apple watch a android;889;78;6.500562429696288;0.08773903262092239
https://appleiwatch.name/en/connecting-airpods-to-computer-or-laptop-on-windows/;connect airpods to windows 7;3106;77;5.98518995492595;0.024790727623953637
https://appleiwatch.name/how-to-hide-text-of-notifications-on-locked-iphone-screen/;как скрыть текст сообщения на заблокированном экране айфон;660;77;4.859090909090909;0.11666666666666667
https://appleiwatch.name/how-to-check-earpods-for-originality/;серийный номер наушников earpods проверить;739;75;7.0148849797023;0.10148849797023005
https://appleiwatch.name/how-to-download-music-from-vkontakte-on-macos-and-windows/;скачать музыку из вк на мак;577;75;5.6031195840554595;0.12998266897746968
https://appleiwatch.name/how-to-install-google-chrome-on-android-tv/;google chrome для android tv скачать;1195;74;7.877824267782427;0.06192468619246862
https://appleiwatch.name/why-can-not-call-iwatch/;не могу позвонить с apple watch;207;74;3.0869565217391304;0.357487922705314
https://appleiwatch.name/en/body-temperature-sensor/;can my iwatch take my temperature;1022;73;6.840508806262231;0.07142857142857142
https://appleiwatch.name/en/body-temperature-sensor/;does apple watch take temperature;2268;73;7.8011463844797175;0.03218694885361552
https://appleiwatch.name/en/slot-sim-card/;apple watch 5 sim card slot;1140;73;5.66578947368421;0.06403508771929825
https://appleiwatch.name/how-to-install-google-chrome-on-android-tv/;скачать браузер гугл хром для смарт тв;1234;73;8.213128038897892;0.05915721231766612
https://appleiwatch.name/en/slot-sim-card/;apple watch series 5 sim card slot;2227;71;7.334530758868433;0.03188145487202514
https://appleiwatch.name/how-to-check-apple-pencil-for-authenticity/;apple pencil подделка;189;71;1.1693121693121693;0.37566137566137564
https://appleiwatch.name/how-to-check-earpods-for-originality/;серийный номер earpods;440;71;6.843181818181818;0.16136363636363638
https://appleiwatch.name/ipad-wi-fi-cellular-review/;нужен ли cellular в ipad;397;71;2.959697732997481;0.17884130982367757
https://appleiwatch.name/how-to-download-music-from-vkontakte-on-macos-and-windows/;как скачать музыку из вк на мак;420;70;5.847619047619047;0.16666666666666666
https://appleiwatch.name/installing-photoshop-on-macbook/;фотошоп на макбук;981;70;10.051987767584098;0.07135575942915393
https://appleiwatch.name/safari-browser-in-apple-watch/;браузер на apple watch;191;70;3.6910994764397906;0.36649214659685864
https://appleiwatch.name/how-to-set-time-in-viber/;неправильное время сообщений в вайбере;253;68;3.549407114624506;0.26877470355731226
https://appleiwatch.name/en/body-temperature-sensor/;apple watch take temperature;1981;67;7.535588086824836;0.03382130237253912
https://appleiwatch.name/why-can-not-call-iwatch/;сбой вызова на apple watch 3;162;65;4.216049382716049;0.4012345679012346
https://appleiwatch.name/how-to-download-music-from-vkontakte-on-macos-and-windows/;как скачать музыку с вк на мак 2020;266;64;3.2142857142857144;0.24060150375939848
https://appleiwatch.name/en/body-temperature-sensor/;can apple watch check body temperature;2136;63;7.99625468164794;0.02949438202247191
https://appleiwatch.name/en/body-temperature-sensor/;iwatch body temperature;360;63;6.055555555555555;0.175
https://appleiwatch.name/en/connecting-airpods-to-computer-or-laptop-on-windows/;how to connect airpods to windows 7;4663;63;5.110872828651083;0.013510615483594253
https://appleiwatch.name/how-to-check-the-authenticity-of-asus-laptop/;как проверить ноутбук asus на подлинность;278;63;5.028776978417266;0.22661870503597123
https://appleiwatch.name/how-to-disable-push-advertising-on-iphone/;как отключить push-рекламу оператора на iphone;436;63;2.0573394495412844;0.1444954128440367
https://appleiwatch.name/how-to-install-google-chrome-on-android-tv/;скачать гугл хром для андроид тв;1291;63;7.9713400464756;0.048799380325329204
https://appleiwatch.name/en/body-temperature-sensor/;apple watch 3 temperature sensor;1003;62;7.022931206380857;0.06181455633100698
https://appleiwatch.name/why-can-not-call-iwatch/;apple watch сбой вызова;384;62;5.848958333333333;0.16145833333333334
https://appleiwatch.name/how-to-check-the-authenticity-of-asus-laptop/;asus проверка подлинности;358;60;5.879888268156424;0.16759776536312848
https://appleiwatch.name/call-forward-on-iphone/;переадресация на айфоне не выключается;353;59;4.246458923512748;0.1671388101983003
https://appleiwatch.name/en/body-temperature-sensor/;apple watch temperature;2028;59;9.454635108481263;0.029092702169625246
https://appleiwatch.name/proverka-apple-watch-at-buy/;как проверить apple watch бу;867;59;6.916955017301038;0.06805074971164937
https://appleiwatch.name/en/body-temperature-sensor/;apple watch body temp;778;58;7.96401028277635;0.07455012853470437
https://appleiwatch.name/how-to-connect-magic-mouse-to-windows-pc/;как подключить apple mouse к windows;261;57;2.766283524904215;0.21839080459770116
https://appleiwatch.name/how-to-install-google-chrome-on-android-tv/;chrome для android tv;1227;57;8.074164629176854;0.04645476772616137
https://appleiwatch.name/safari-browser-in-apple-watch/;сафари на эпл вотч;100;57;1.3900000000000001;0.57
https://appleiwatch.name/contact-photo-on-iphone-full-screen-during-the-call/;как сделать фото контакта на весь экран iphone ios 13;1050;56;8.998095238095239;0.05333333333333334
https://appleiwatch.name/en/body-temperature-sensor/;apple watch skin temperature;379;55;7.490765171503957;0.14511873350923482
https://appleiwatch.name/which-iwatch-best-for-girl/;apple watch 38 или 42 девушке;435;55;6.363218390804597;0.12643678160919541
https://appleiwatch.name/en/body-temperature-sensor/;can iwatch take temperature;775;54;7.047741935483871;0.0696774193548387
https://appleiwatch.name/how-to-install-ringtone-on-iphone-via-itunes/;как установить рингтон на айфон через айтюнс 2020;827;54;6.458282950423216;0.06529625151148731
https://appleiwatch.name/problems-and-breakdowns-in-headphones-earpods/;перестал работать один наушник earpods;734;54;6.2574931880108995;0.07356948228882834
https://appleiwatch.name/how-to-combine-multiple-screenshots-in-ios-or-android/;как объединить несколько скриншотов в один;115;53;2.217391304347826;0.4608695652173913
https://appleiwatch.name/can-iwatch-charge-iphone-x-8-plus/;можно ли зарядить айфон зарядкой от часов;240;52;5.604166666666667;0.21666666666666667
https://appleiwatch.name/en/body-temperature-sensor/;can apple watch tell body temperature;1165;52;7.881545064377683;0.04463519313304721
https://appleiwatch.name/how-to-connect-magic-mouse-to-windows-pc/;magic mouse windows;675;52;6.192592592592592;0.07703703703703704
https://appleiwatch.name/how-to-install-google-chrome-on-android-tv/;как установить хром на андроид тв;1055;52;7.309004739336493;0.04928909952606635
https://appleiwatch.name/how-to-download-movies-on-macbook/;как качать фильмы на макбук;149;51;4.10738255033557;0.3422818791946309
https://appleiwatch.name/why-can-not-call-iwatch/;сбой вызова apple watch 3;366;51;5.6530054644808745;0.13934426229508196
https://appleiwatch.name/how-to-download-movies-on-macbook/;как скачать фильм на макбук бесплатно;129;50;3.3410852713178296;0.3875968992248062
https://appleiwatch.name/en/body-temperature-sensor/;can iwatch take your temperature;572;49;6.8776223776223775;0.08566433566433566
https://appleiwatch.name/en/body-temperature-sensor/;thermometer apple watch;1052;49;9.80513307984791;0.04657794676806084
https://appleiwatch.name/es/verificar-apple-watch-antes-de-comprar/;como saber si apple watch es original;373;49;7.396782841823057;0.13136729222520108
https://appleiwatch.name/how-to-check-the-authenticity-of-samsung-galaxy-watch/;как проверить часы самсунг на оригинальность;157;49;4.261146496815287;0.31210191082802546
https://appleiwatch.name/how-to-connect-magic-mouse-to-windows-pc/;как подключить мышку apple к windows;674;49;4.951038575667656;0.07270029673590504
https://appleiwatch.name/how-to-download-movies-on-macbook/;как скачивать фильмы на мак;163;49;3.7116564417177913;0.3006134969325153
https://appleiwatch.name/red-dot-lit-on-iphone/;красная точка на айфоне;206;49;2.1116504854368934;0.23786407766990292
https://appleiwatch.name/why-can-not-call-iwatch/;apple watch 3 сбой вызова;249;49;5.473895582329317;0.19678714859437751
https://appleiwatch.name/installing-photoshop-on-macbook/;photoshop для macbook;368;48;5.5;0.13043478260869565
https://appleiwatch.name/es/verificar-apple-watch-antes-de-comprar/;como saber si un apple watch es falso;469;47;6.460554371002132;0.10021321961620469
https://appleiwatch.name/how-to-download-music-from-vkontakte-on-macos-and-windows/;скачать музыку с вк safari;235;47;5.046808510638298;0.2
https://appleiwatch.name/proverka-apple-watch-at-buy/;как проверить apple watch 3 при покупке;434;47;5.476958525345622;0.10829493087557604
https://appleiwatch.name/red-dot-lit-on-iphone/;почему горит красная лампочка на фронтальной камере на айфоне;164;47;1.8780487804878048;0.2865853658536585
https://appleiwatch.name/why-does-not-apple-watch-charge/;apple watch греются и не заряжаются;757;47;8.742404227212681;0.062087186261558784
https://appleiwatch.name/en/body-temperature-sensor/;apple watch measure body temperature;589;46;7.448217317487266;0.07809847198641766
https://appleiwatch.name/which-iwatch-best-for-girl/;apple watch 38 или 42 на женской руке;784;46;7.103316326530612;0.058673469387755105
https://appleiwatch.name/why-apple-watch-not-sync-with-iphone/;не вдалося створити пару між apple watch та iphone;416;46;7.353365384615385;0.11057692307692307
https://appleiwatch.name/en/body-temperature-sensor/;apple watch 4 temperature sensor;717;45;7.126917712691771;0.06276150627615062
https://appleiwatch.name/how-to-download-movies-on-macbook/;как скачивать фильмы на макбук бесплатно;142;45;3.7183098591549295;0.31690140845070425
https://appleiwatch.name/using-the-translation-plugin-for-safari/;перевод страницы safari mac;434;45;7.631336405529954;0.10368663594470046
https://appleiwatch.name/are-airpods-headphones-waterproof/;водонепроницаемость airpods;255;44;4.027450980392157;0.17254901960784313
https://appleiwatch.name/en/body-temperature-sensor/;can apple watch check temperature;1468;44;7.514986376021798;0.02997275204359673
https://appleiwatch.name/en/body-temperature-sensor/;does apple watch track temperature;1164;44;7.722508591065292;0.037800687285223365
https://appleiwatch.name/how-to-put-question-mark-and-other-symbols-in-macbook/;как поставить знак вопроса на маке;223;44;5.286995515695067;0.19730941704035873
https://appleiwatch.name/using-the-translation-plugin-for-safari/;переводчик для сафари;849;44;9.787985865724382;0.05182567726737338
https://appleiwatch.name/en/body-temperature-sensor/;apple watch 5 temperature sensor;563;43;9.042628774422734;0.0763765541740675
https://appleiwatch.name/how-to-download-movies-on-macbook/;как скачать на макбук фильм;80;43;3.2375;0.5375
https://appleiwatch.name/how-to-get-rid-of-scratches-on-apple-watch/;полировка apple watch;1068;43;9.183520599250937;0.040262172284644196
https://appleiwatch.name/why-apple-watch-not-sync-with-iphone/;эпл вотч не удалось создать пару с айфон;1150;43;10.248695652173913;0.03739130434782609
https://appleiwatch.name/can-iwatch-charge-iphone-x-8-plus/;можно ли зарядкой от эпл вотч заряжать айфон;176;42;6.136363636363637;0.23863636363636365
https://appleiwatch.name/en/body-temperature-sensor/;can an apple watch take your temperature;1263;42;7.7957244655581945;0.0332541567695962
https://appleiwatch.name/en/body-temperature-sensor/;does apple watch measure body temperature;832;42;7.780048076923077;0.05048076923076923
https://appleiwatch.name/problems-and-breakdowns-in-headphones-earpods/;перестал работать наушник earpods;496;42;6.07258064516129;0.0846774193548387
https://appleiwatch.name/are-airpods-headphones-waterproof/;airpods водонепроницаемость;569;41;5.418277680140598;0.07205623901581722
https://appleiwatch.name/how-to-download-movies-on-macbook/;скачать фильм на макбук бесплатно;111;41;2.0990990990990994;0.36936936936936937
https://appleiwatch.name/iphone-disconnects-from-wi-fi-in-idle-mode/;iphone отключается от wifi в режиме ожидания;298;41;3.436241610738255;0.13758389261744966
https://appleiwatch.name/some-keys-do-not-work-in-macbook/;не работают некоторые клавиши на макбуке;255;41;4.929411764705883;0.1607843137254902
https://appleiwatch.name/airpods-applications/;приложение для airpods;602;40;5.378737541528239;0.0664451827242525
https://appleiwatch.name/en/body-temperature-sensor/;apple watch 5 body temperature;623;40;7.401284109149278;0.06420545746388442
https://appleiwatch.name/en/body-temperature-sensor/;can my apple watch take my temp;722;40;7.592797783933518;0.055401662049861494
https://appleiwatch.name/en/body-temperature-sensor/;iwatch thermometer app;435;40;6.997701149425287;0.09195402298850575
https://appleiwatch.name/how-to-download-music-from-vkontakte-on-macos-and-windows/;vk music downloader mac;219;40;9.58904109589041;0.182648401826484
https://appleiwatch.name/installing-photoshop-on-macbook/;как скачать фотошоп на мак;774;40;7.660206718346253;0.05167958656330749
https://appleiwatch.name/why-iwatch-can-turn-off-sound/;нет звука при разговоре на apple watch;270;40;4.433333333333334;0.14814814814814814
https://appleiwatch.name/en/body-temperature-sensor/;does apple watch take your temperature;915;39;7.169398907103825;0.04262295081967213
https://appleiwatch.name/en/body-temperature-sensor/;does iwatch measure body temperature;194;39;5.11340206185567;0.20103092783505155
https://appleiwatch.name/how-to-download-movies-on-macbook/;скачать фильмы на макбук аир;92;39;3.489130434782609;0.42391304347826086
https://appleiwatch.name/how-to-save-originals-photos-from-icloud/;как вернуть оригиналы фото из icloud на iphone;1164;39;10.09192439862543;0.03350515463917526
https://appleiwatch.name/problems-and-breakdowns-in-airpods/;не работает двойное касание airpods;420;39;11.504761904761905;0.09285714285714286
https://appleiwatch.name/safari-browser-in-apple-watch/;браузер apple watch;87;39;2.896551724137931;0.4482758620689655
https://appleiwatch.name/using-the-translation-plugin-for-safari/;перевод страниц в сафари mac;533;39;8.054409005628518;0.07317073170731707
https://appleiwatch.name/en/body-temperature-sensor/;can iwatch check temperature;507;38;6.4714003944773175;0.07495069033530571
https://appleiwatch.name/en/body-temperature-sensor/;can the apple watch take your temperature;1358;38;8.124447717231222;0.027982326951399118
https://appleiwatch.name/en/body-temperature-sensor/;iwatch take temperature;315;38;5.780952380952381;0.12063492063492064
https://appleiwatch.name/es/verificar-apple-watch-antes-de-comprar/;como saber si el apple watch es original;338;38;7.100591715976331;0.11242603550295859
https://appleiwatch.name/how-to-download-movies-on-macbook/;скачать сериал на макбук;67;38;1.8805970149253732;0.5671641791044776
https://appleiwatch.name/how-to-fix-pdp-authentication-error-on-iphone-ipad/;сбой активации сотовой сети ошибка аутентификации pdp;489;38;3.8813905930470347;0.07770961145194274
https://appleiwatch.name/problems-and-breakdowns-in-headphones-earpods/;earpods не работает один наушник;373;38;6.7238605898123325;0.10187667560321716
https://appleiwatch.name/problems-and-breakdowns-in-headphones-earpods/;перестал работать левый наушник earpods;339;38;5.43952802359882;0.11209439528023599
https://appleiwatch.name/problems-and-breakdowns-in-headphones-earpods/;перестал работать правый наушник earpods;408;38;6.401960784313726;0.09313725490196079
https://appleiwatch.name/problems-and-breakdowns-in-headphones-earpods/;плохо работает микрофон earpods;78;38;1.1282051282051282;0.48717948717948717
https://appleiwatch.name/red-dot-lit-on-iphone/;на айфоне мигает красная лампочка;118;38;1.457627118644068;0.3220338983050847
https://appleiwatch.name/safari-browser-in-apple-watch/;браузер для эпл вотч;136;38;4.088235294117647;0.27941176470588236
https://appleiwatch.name/install-viber/;не отображаются чаты viber на apple watch;580;37;8.344827586206897;0.06379310344827586
https://appleiwatch.name/internet-disappears-on-iphone/;пропадает интернет на айфоне;1025;37;7.984390243902439;0.03609756097560975
https://appleiwatch.name/problems-and-breakdowns-in-headphones-earpods/;earpods микрофон плохо работает;87;37;1.632183908045977;0.42528735632183906
https://appleiwatch.name/proverka-apple-watch-at-buy/;как проверить apple watch 4 при покупке;412;37;5.37621359223301;0.08980582524271845
https://appleiwatch.name/red-dot-lit-on-iphone/;почему на айфоне горит красная точка;182;37;2.4120879120879124;0.2032967032967033
https://appleiwatch.name/en/body-temperature-sensor/;body temp apple watch;624;36;8.012820512820513;0.057692307692307696
https://appleiwatch.name/es/reloj-tamano-38mm-42mm/;diferencia de apple watch de 38mm y 42mm;563;36;4.820603907637656;0.06394316163410302
https://appleiwatch.name/es/verificar-apple-watch-antes-de-comprar/;como saber si mi apple watch es original;675;36;8.394074074074073;0.05333333333333334
https://appleiwatch.name/how-to-check-google-pixel-for-originality/;проверить imei google pixel;147;36;6.142857142857143;0.24489795918367346
https://appleiwatch.name/installing-photoshop-on-macbook/;как скачать фотошоп на мак бесплатно;448;36;8.015625;0.08035714285714286
https://appleiwatch.name/safari-browser-in-apple-watch/;браузер на эпл вотч;100;36;3.13;0.36
https://appleiwatch.name/tag/ble-utility/;ble utility;407;36;6.464373464373464;0.08845208845208845
https://appleiwatch.name/why-apple-watch-switched-long-time/;apple watch долго включаются;186;36;6.82258064516129;0.1935483870967742
https://appleiwatch.name/connect-an-additional-monitor-to-imac/;как подключить второй монитор к imac;214;35;4.532710280373832;0.16355140186915887
https://appleiwatch.name/en/body-temperature-sensor/;apple watch thermometer app;941;35;7.746014877789586;0.03719447396386823
https://appleiwatch.name/en/body-temperature-sensor/;can apple watch track temperature;901;35;8.013318534961154;0.038845726970033294
https://appleiwatch.name/en/body-temperature-sensor/;can your apple watch take your temperature;1463;35;7.956254272043746;0.023923444976076555
https://appleiwatch.name/es/conecta-iwatches-con-un-dispositivo-android/;conectar apple watch a android;863;35;7.506373117033604;0.04055619930475087
https://appleiwatch.name/how-to-check-the-authenticity-of-samsung-galaxy-watch/;проверить часы самсунг по серийному номеру;273;35;6.157509157509158;0.1282051282051282
https://appleiwatch.name/how-to-find-a-disabled-or-discharged-iphone/;как найти разряженные apple watch;279;35;7.978494623655914;0.12544802867383512
https://appleiwatch.name/how-to-install-google-chrome-on-android-tv/;chrome android tv;1017;35;8.311701081612586;0.0344149459193707
https://appleiwatch.name/install-viber/;как установить вайбер на эпл вотч;79;35;1.6582278481012658;0.4430379746835443
https://appleiwatch.name/installing-photoshop-on-macbook/;photoshop на macbook;194;35;4.922680412371134;0.18041237113402062
https://appleiwatch.name/problems-and-breakdowns-in-headphones-earpods/;не работает микрофон на earpods;209;35;4.3875598086124405;0.1674641148325359
https://appleiwatch.name/proverka-apple-watch-at-buy/;как проверить apple watch при покупке;371;35;5.762803234501348;0.09433962264150944
https://appleiwatch.name/release-date-and-first-rumors-of-apple-watch-6/;iwatch 6;127;35;5.2047244094488185;0.2755905511811024
https://appleiwatch.name/using-the-translation-plugin-for-safari/;переводчик для safari mac;352;35;8.40625;0.09943181818181818
https://appleiwatch.name/how-to-install-google-chrome-on-android-tv/;хром для андроид тв;1007;34;8.038728897715988;0.033763654419066536
https://appleiwatch.name/smart-watch-applications-a1/;smart watch a1 приложения;332;34;6.88855421686747;0.10240963855421686
https://appleiwatch.name/es/verificar-apple-watch-antes-de-comprar/;como saber si un iwatch es original;200;33;5.455;0.165
